1.5	-0.588235	-1	0	0.1	0.2	0.8	-0.8	0.5
1.5	-0.588235	-1	0	0.1	0.5	1.	-0.3	0.5
1.5	-0.588235	-1	0	0.1	0.1	0.9	-1.	0.5
1.5	-0.588235	-1	0	0.1	0.1	0.4	-0.4	0.5
1.5	-0.588235	-1	0	1	0.7	0.9	-1.	0.5
1.5	-0.588235	-1	0	1	0.2	0.8	-0.8	0.5
1.5	-0.588235	-1	0	1	0.5	1.	-0.3	0.5
1.5	-0.588235	-1	0	1	0.1	0.9	-1.	0.5
1.5	-0.588235	-1	0	1	0.1	0.4	-0.4	0.5
1.5	-0.588235	-1	0	10	0.7	0.9	-1.	0.5
1.5	-0.588235	-1	0	10	0.2	0.8	-0.8	0.5
1.5	-0.588235	-1	0	10	0.5	1.	-0.3	0.5
1.5	-0.588235	-1	0	10	0.1	0.9	-1.	0.5
1.5	-0.588235	-1	0	10	0.1	0.4	-0.4	0.5
1.5	-0.588235	-1	1	0.1	0.7	0.9	-1.	0.5
1.5	-0.588235	-1	1	0.1	0.2	0.8	-0.8	0.5
1.5	-0.588235	-1	1	0.1	0.5	1.	-0.3	0.5
1.5	-0.588235	-1	1	0.1	0.1	0.9	-1.	0.5
1.5	-0.588235	-1	1	0.1	0.1	0.4	-0.4	0.5
1.5	-0.588235	-1	1	1	0.7	0.9	-1.	0.5
1.5	-0.588235	-1	1	1	0.2	0.8	-0.8	0.5
1.5	-0.588235	-1	1	1	0.5	1.	-0.3	0.5
1.5	-0.588235	-1	1	1	0.1	0.9	-1.	0.5
1.5	-0.588235	-1	1	1	0.1	0.4	-0.4	0.5
1.5	-0.588235	-1	1	10	0.7	0.9	-1.	0.5
1.5	-0.588235	-1	1	10	0.2	0.8	-0.8	0.5
1.5	-0.588235	-1	1	10	0.5	1.	-0.3	0.5
1.5	-0.588235	-1	1	10	0.1	0.9	-1.	0.5
1.5	-0.588235	-1	1	10	0.1	0.4	-0.4	0.5
2	-10.	-1	-1	0.1	0.7	0.9	-1.	0.5
2	-10.	-1	-1	0.1	0.2	0.8	-0.8	0.5
2	-10.	-1	-1	0.1	0.5	1.	-0.3	0.5
2	-10.	-1	-1	0.1	0.1	0.9	-1.	0.5
2	-10.	-1	-1	0.1	0.1	0.4	-0.4	0.5
2	-10.	-1	-1	1	0.7	0.9	-1.	0.5
2	-10.	-1	-1	1	0.2	0.8	-0.8	0.5
2	-10.	-1	-1	1	0.5	1.	-0.3	0.5
2	-10.	-1	-1	1	0.1	0.9	-1.	0.5
2	-10.	-1	-1	1	0.1	0.4	-0.4	0.5
2	-10.	-1	-1	10	0.7	0.9	-1.	0.5
2	-10.	-1	-1	10	0.2	0.8	-0.8	0.5
2	-10.	-1	-1	10	0.5	1.	-0.3	0.5
2	-10.	-1	-1	10	0.1	0.9	-1.	0.5
2	-10.	-1	-1	10	0.1	0.4	-0.4	0.5
2	-10.	-1	0	0.1	0.7	0.9	-1.	0.5
2	-10.	-1	0	0.1	0.2	0.8	-0.8	0.5
2	-10.	-1	0	0.1	0.5	1.	-0.3	0.5
2	-10.	-1	0	0.1	0.1	0.9	-1.	0.5
2	-10.	-1	0	0.1	0.1	0.4	-0.4	0.5
2	-10.	-1	0	1	0.7	0.9	-1.	0.5
2	-10.	-1	0	1	0.2	0.8	-0.8	0.5
2	-10.	-1	0	1	0.5	1.	-0.3	0.5
2	-10.	-1	0	1	0.1	0.9	-1.	0.5
2	-10.	-1	0	1	0.1	0.4	-0.4	0.5
2	-10.	-1	0	10	0.7	0.9	-1.	0.5
2	-10.	-1	0	10	0.2	0.8	-0.8	0.5
2	-10.	-1	0	10	0.5	1.	-0.3	0.5
2	-10.	-1	0	10	0.1	0.9	-1.	0.5
2	-10.	-1	0	10	0.1	0.4	-0.4	0.5
2	-10.	-1	1	0.1	0.7	0.9	-1.	0.5
2	-10.	-1	1	0.1	0.2	0.8	-0.8	0.5
2	-10.	-1	1	0.1	0.5	1.	-0.3	0.5
2	-10.	-1	1	0.1	0.1	0.9	-1.	0.5
2	-10.	-1	1	0.1	0.1	0.4	-0.4	0.5
2	-10.	-1	1	1	0.7	0.9	-1.	0.5
2	-10.	-1	1	1	0.2	0.8	-0.8	0.5
2	-10.	-1	1	1	0.5	1.	-0.3	0.5
2	-10.	-1	1	1	0.1	0.9	-1.	0.5
2	-10.	-1	1	1	0.1	0.4	-0.4	0.5
2	-10.	-1	1	10	0.7	0.9	-1.	0.5
2	-10.	-1	1	10	0.2	0.8	-0.8	0.5
2	-10.	-1	1	10	0.5	1.	-0.3	0.5
2	-10.	-1	1	10	0.1	0.9	-1.	0.5
2	-10.	-1	1	10	0.1	0.4	-0.4	0.5
2.5	-0.90901	-1	-1	0.1	0.7	0.9	-1.	0.5
2.5	-0.90901	-1	-1	0.1	0.2	0.8	-0.8	0.5
2.5	-0.90901	-1	-1	0.1	0.5	1.	-0.3	0.5
2.5	-0.90901	-1	-1	0.1	0.1	0.9	-1.	0.5
2.5	-0.90901	-1	-1	0.1	0.1	0.4	-0.4	0.5
2.5	-0.90901	-1	-1	1	0.7	0.9	-1.	0.5
2.5	-0.90901	-1	-1	1	0.2	0.8	-0.8	0.5
2.5	-0.90901	-1	-1	1	0.5	1.	-0.3	0.5
2.5	-0.90901	-1	-1	1	0.1	0.9	-1.	0.5
2.5	-0.90901	-1	-1	1	0.1	0.4	-0.4	0.5
2.5	-0.90901	-1	-1	10	0.7	0.9	-1.	0.5
2.5	-0.90901	-1	-1	10	0.2	0.8	-0.8	0.5
2.5	-0.90901	-1	-1	10	0.5	1.	-0.3	0.5
2.5	-0.90901	-1	-1	10	0.1	0.9	-1.	0.5
2.5	-0.90901	-1	-1	10	0.1	0.4	-0.4	0.5
2.5	-0.90901	-1	0	0.1	0.7	0.9	-1.	0.5
2.5	-0.90901	-1	0	0.1	0.2	0.8	-0.8	0.5
2.5	-0.90901	-1	0	0.1	0.5	1.	-0.3	0.5
2.5	-0.90901	-1	0	0.1	0.1	0.9	-1.	0.5
2.5	-0.90901	-1	0	0.1	0.1	0.4	-0.4	0.5
2.5	-0.90901	-1	0	1	0.7	0.9	-1.	0.5
2.5	-0.90901	-1	0	1	0.2	0.8	-0.8	0.5
2.5	-0.90901	-1	0	1	0.5	1.	-0.3	0.5
2.5	-0.90901	-1	0	1	0.1	0.9	-1.	0.5
2.5	-0.90901	-1	0	1	0.1	0.4	-0.4	0.5
2.5	-0.90901	-1	0	10	0.7	0.9	-1.	0.5
2.5	-0.90901	-1	0	10	0.2	0.8	-0.8	0.5
2.5	-0.90901	-1	0	10	0.5	1.	-0.3	0.5
2.5	-0.90901	-1	0	10	0.1	0.9	-1.	0.5
2.5	-0.90901	-1	0	10	0.1	0.4	-0.4	0.5
2.5	-0.90901	-1	1	0.1	0.7	0.9	-1.	0.5
2.5	-0.90901	-1	1	0.1	0.2	0.8	-0.8	0.5
2.5	-0.90901	-1	1	0.1	0.5	1.	-0.3	0.5
2.5	-0.90901	-1	1	0.1	0.1	0.9	-1.	0.5
2.5	-0.90901	-1	1	0.1	0.1	0.4	-0.4	0.5
2.5	-0.90901	-1	1	1	0.7	0.9	-1.	0.5
2.5	-0.90901	-1	1	1	0.2	0.8	-0.8	0.5
2.5	-0.90901	-1	1	1	0.5	1.	-0.3	0.5
2.5	-0.90901	-1	1	1	0.1	0.9	-1.	0.5
2.5	-0.90901	-1	1	1	0.1	0.4	-0.4	0.5
2.5	-0.90901	-1	1	10	0.7	0.9	-1.	0.5
2.5	-0.90901	-1	1	10	0.2	0.8	-0.8	0.5
2.5	-0.90901	-1	1	10	0.5	1.	-0.3	0.5
2.5	-0.90901	-1	1	10	0.1	0.9	-1.	0.5
2.5	-0.90901	-1	1	10	0.1	0.4	-0.4	0.5
4	-0.526316	-1	-1	0.1	0.7	0.9	-1.	0.5
4	-0.526316	-1	-1	0.1	0.2	0.8	-0.8	0.5
4	-0.526316	-1	-1	0.1	0.5	1.	-0.3	0.5
4	-0.526316	-1	-1	0.1	0.1	0.9	-1.	0.5
4	-0.526316	-1	-1	0.1	0.1	0.4	-0.4	0.5
4	-0.526316	-1	-1	1	0.7	0.9	-1.	0.5
4	-0.526316	-1	-1	1	0.2	0.8	-0.8	0.5
4	-0.526316	-1	-1	1	0.5	1.	-0.3	0.5
4	-0.526316	-1	-1	1	0.1	0.9	-1.	0.5
4	-0.526316	-1	-1	1	0.1	0.4	-0.4	0.5
4	-0.526316	-1	-1	10	0.7	0.9	-1.	0.5
4	-0.526316	-1	-1	10	0.2	0.8	-0.8	0.5
4	-0.526316	-1	-1	10	0.5	1.	-0.3	0.5
4	-0.526316	-1	-1	10	0.1	0.9	-1.	0.5
4	-0.526316	-1	-1	10	0.1	0.4	-0.4	0.5
4	-0.526316	-1	0	0.1	0.7	0.9	-1.	0.5
4	-0.526316	-1	0	0.1	0.2	0.8	-0.8	0.5
4	-0.526316	-1	0	0.1	0.5	1.	-0.3	0.5
4	-0.526316	-1	0	0.1	0.1	0.9	-1.	0.5
4	-0.526316	-1	0	0.1	0.1	0.4	-0.4	0.5
4	-0.526316	-1	0	1	0.7	0.9	-1.	0.5
4	-0.526316	-1	0	1	0.2	0.8	-0.8	0.5
4	-0.526316	-1	0	1	0.5	1.	-0.3	0.5
4	-0.526316	-1	0	1	0.1	0.9	-1.	0.5
4	-0.526316	-1	0	1	0.1	0.4	-0.4	0.5
4	-0.526316	-1	0	10	0.7	0.9	-1.	0.5
4	-0.526316	-1	0	10	0.2	0.8	-0.8	0.5
4	-0.526316	-1	0	10	0.5	1.	-0.3	0.5
4	-0.526316	-1	0	10	0.1	0.9	-1.	0.5
4	-0.526316	-1	0	10	0.1	0.4	-0.4	0.5
4	-0.526316	-1	1	0.1	0.7	0.9	-1.	0.5
4	-0.526316	-1	1	0.1	0.2	0.8	-0.8	0.5
4	-0.526316	-1	1	0.1	0.5	1.	-0.3	0.5
4	-0.526316	-1	1	0.1	0.1	0.9	-1.	0.5
4	-0.526316	-1	1	0.1	0.1	0.4	-0.4	0.5
4	-0.526316	-1	1	1	0.7	0.9	-1.	0.5
4	-0.526316	-1	1	1	0.2	0.8	-0.8	0.5
4	-0.526316	-1	1	1	0.5	1.	-0.3	0.5
4	-0.526316	-1	1	1	0.1	0.9	-1.	0.5
4	-0.526316	-1	1	1	0.1	0.4	-0.4	0.5
4	-0.526316	-1	1	10	0.7	0.9	-1.	0.5
4	-0.526316	-1	1	10	0.2	0.8	-0.8	0.5
4	-0.526316	-1	1	10	0.5	1.	-0.3	0.5
4	-0.526316	-1	1	10	0.1	0.9	-1.	0.5
4	-0.526316	-1	1	10	0.1	0.4	-0.4	0.5
-1	-10	1	-1	0.1	0.6	0.8	0.	0.5
-1	-10	1	-1	0.1	0.4	0.6	-0.4	0.5
-1	-10	1	-1	0.1	0.5	0.8	0.4	0.5
-1	-10	1	-1	0.1	0.6	0.9	0.4	0.5
-1	-10	1	-1	0.1	0.1	0.6	0.	0.5
-1	-10	1	-1	1	0.6	0.8	0.	0.5
-1	-10	1	-1	1	0.4	0.6	-0.4	0.5
-1	-10	1	-1	1	0.5	0.8	0.4	0.5
-1	-10	1	-1	1	0.6	0.9	0.4	0.5
-1	-10	1	-1	1	0.1	0.6	0.	0.5
-1	-10	1	-1	10	0.6	0.8	0.	0.5
-1	-10	1	-1	10	0.4	0.6	-0.4	0.5
-1	-10	1	-1	10	0.5	0.8	0.4	0.5
-1	-10	1	-1	10	0.6	0.9	0.4	0.5
-1	-10	1	-1	10	0.1	0.6	0.	0.5
-1	-10	1	0	0.1	0.6	0.8	0.	0.5
-1	-10	1	0	0.1	0.4	0.6	-0.4	0.5
-1	-10	1	0	0.1	0.5	0.8	0.4	0.5
-1	-10	1	0	0.1	0.6	0.9	0.4	0.5
-1	-10	1	0	0.1	0.1	0.6	0.	0.5
-1	-10	1	0	1	0.6	0.8	0.	0.5
-1	-10	1	0	1	0.4	0.6	-0.4	0.5
-1	-10	1	0	1	0.5	0.8	0.4	0.5
-1	-10	1	0	1	0.6	0.9	0.4	0.5
-1	-10	1	0	1	0.1	0.6	0.	0.5
-1	-10	1	0	10	0.6	0.8	0.	0.5
-1	-10	1	0	10	0.4	0.6	-0.4	0.5
-1	-10	1	0	10	0.5	0.8	0.4	0.5
-1	-10	1	0	10	0.6	0.9	0.4	0.5
-1	-10	1	0	10	0.1	0.6	0.	0.5
-1	-10	1	1	0.1	0.6	0.8	0.	0.5
-1	-10	1	1	0.1	0.4	0.6	-0.4	0.5
-1	-10	1	1	0.1	0.5	0.8	0.4	0.5
-1	-10	1	1	0.1	0.6	0.9	0.4	0.5
-1	-10	1	1	0.1	0.1	0.6	0.	0.5
-1	-10	1	1	1	0.6	0.8	0.	0.5
-1	-10	1	1	1	0.4	0.6	-0.4	0.5
-1	-10	1	1	1	0.5	0.8	0.4	0.5
-1	-10	1	1	1	0.6	0.9	0.4	0.5
-1	-10	1	1	1	0.1	0.6	0.	0.5
-1	-10	1	1	10	0.6	0.8	0.	0.5
-1	-10	1	1	10	0.4	0.6	-0.4	0.5
-1	-10	1	1	10	0.5	0.8	0.4	0.5
-1	-10	1	1	10	0.6	0.9	0.4	0.5
-1	-10	1	1	10	0.1	0.6	0.	0.5
0	-0.588235	1	-1	0.1	0.6	0.8	0.	0.5
0	-0.588235	1	-1	0.1	0.4	0.6	-0.4	0.5
0	-0.588235	1	-1	0.1	0.5	0.8	0.4	0.5
0	-0.588235	1	-1	0.1	0.6	0.9	0.4	0.5
0	-0.588235	1	-1	0.1	0.1	0.6	0.	0.5
0	-0.588235	1	-1	1	0.6	0.8	0.	0.5
0	-0.588235	1	-1	1	0.4	0.6	-0.4	0.5
0	-0.588235	1	-1	1	0.5	0.8	0.4	0.5
0	-0.588235	1	-1	1	0.6	0.9	0.4	0.5
0	-0.588235	1	-1	1	0.1	0.6	0.	0.5
0	-0.588235	1	-1	10	0.6	0.8	0.	0.5
0	-0.588235	1	-1	10	0.4	0.6	-0.4	0.5
0	-0.588235	1	-1	10	0.5	0.8	0.4	0.5
0	-0.588235	1	-1	10	0.6	0.9	0.4	0.5
0	-0.588235	1	-1	10	0.1	0.6	0.	0.5
0	-0.588235	1	0	0.1	0.6	0.8	0.	0.5
0	-0.588235	1	0	0.1	0.4	0.6	-0.4	0.5
0	-0.588235	1	0	0.1	0.5	0.8	0.4	0.5
0	-0.588235	1	0	0.1	0.6	0.9	0.4	0.5
0	-0.588235	1	0	0.1	0.1	0.6	0.	0.5
0	-0.588235	1	0	1	0.6	0.8	0.	0.5
0	-0.588235	1	0	1	0.4	0.6	-0.4	0.5
0	-0.588235	1	0	1	0.5	0.8	0.4	0.5
0	-0.588235	1	0	1	0.6	0.9	0.4	0.5
0	-0.588235	1	0	1	0.1	0.6	0.	0.5
0	-0.588235	1	0	10	0.6	0.8	0.	0.5
0	-0.588235	1	0	10	0.4	0.6	-0.4	0.5
0	-0.588235	1	0	10	0.5	0.8	0.4	0.5
0	-0.588235	1	0	10	0.6	0.9	0.4	0.5
0	-0.588235	1	0	10	0.1	0.6	0.	0.5
0	-0.588235	1	1	0.1	0.6	0.8	0.	0.5
0	-0.588235	1	1	0.1	0.4	0.6	-0.4	0.5
0	-0.588235	1	1	0.1	0.5	0.8	0.4	0.5
0	-0.588235	1	1	0.1	0.6	0.9	0.4	0.5
0	-0.588235	1	1	0.1	0.1	0.6	0.	0.5
0	-0.588235	1	1	1	0.6	0.8	0.	0.5
0	-0.588235	1	1	1	0.4	0.6	-0.4	0.5
0	-0.588235	1	1	1	0.5	0.8	0.4	0.5
0	-0.588235	1	1	1	0.6	0.9	0.4	0.5
0	-0.588235	1	1	1	0.1	0.6	0.	0.5
0	-0.588235	1	1	10	0.6	0.8	0.	0.5
0	-0.588235	1	1	10	0.4	0.6	-0.4	0.5
0	-0.588235	1	1	10	0.5	0.8	0.4	0.5
0	-0.588235	1	1	10	0.6	0.9	0.4	0.5
0	-0.588235	1	1	10	0.1	0.6	0.	0.5
1.5	-0.588235	1	-1	0.1	0.6	0.8	0.	0.5
1.5	-0.588235	1	-1	0.1	0.4	0.6	-0.4	0.5
1.5	-0.588235	1	-1	0.1	0.5	0.8	0.4	0.5
1.5	-0.588235	1	-1	0.1	0.6	0.9	0.4	0.5
1.5	-0.588235	1	-1	0.1	0.1	0.6	0.	0.5
1.5	-0.588235	1	-1	1	0.6	0.8	0.	0.5
1.5	-0.588235	1	-1	1	0.4	0.6	-0.4	0.5
1.5	-0.588235	1	-1	1	0.5	0.8	0.4	0.5
1.5	-0.588235	1	-1	1	0.6	0.9	0.4	0.5
1.5	-0.588235	1	-1	1	0.1	0.6	0.	0.5
1.5	-0.588235	1	-1	10	0.6	0.8	0.	0.5
1.5	-0.588235	1	-1	10	0.4	0.6	-0.4	0.5
1.5	-0.588235	1	-1	10	0.5	0.8	0.4	0.5
1.5	-0.588235	1	-1	10	0.6	0.9	0.4	0.5
1.5	-0.588235	1	-1	10	0.1	0.6	0.	0.5
1.5	-0.588235	1	0	0.1	0.6	0.8	0.	0.5
1.5	-0.588235	1	0	0.1	0.4	0.6	-0.4	0.5
1.5	-0.588235	1	0	0.1	0.5	0.8	0.4	0.5
1.5	-0.588235	1	0	0.1	0.6	0.9	0.4	0.5
1.5	-0.588235	1	0	0.1	0.1	0.6	0.	0.5
1.5	-0.588235	1	0	1	0.6	0.8	0.	0.5
1.5	-0.588235	1	0	1	0.4	0.6	-0.4	0.5
1.5	-0.588235	1	0	1	0.5	0.8	0.4	0.5
1.5	-0.588235	1	0	1	0.6	0.9	0.4	0.5
1.5	-0.588235	1	0	1	0.1	0.6	0.	0.5
1.5	-0.588235	1	0	10	0.6	0.8	0.	0.5
1.5	-0.588235	1	0	10	0.4	0.6	-0.4	0.5
1.5	-0.588235	1	0	10	0.5	0.8	0.4	0.5
1.5	-0.588235	1	0	10	0.6	0.9	0.4	0.5
1.5	-0.588235	1	0	10	0.1	0.6	0.	0.5
1.5	-0.588235	1	1	0.1	0.6	0.8	0.	0.5
1.5	-0.588235	1	1	0.1	0.4	0.6	-0.4	0.5
1.5	-0.588235	1	1	0.1	0.5	0.8	0.4	0.5
1.5	-0.588235	1	1	0.1	0.6	0.9	0.4	0.5
1.5	-0.588235	1	1	0.1	0.1	0.6	0.	0.5
1.5	-0.588235	1	1	1	0.6	0.8	0.	0.5
1.5	-0.588235	1	1	1	0.4	0.6	-0.4	0.5
1.5	-0.588235	1	1	1	0.5	0.8	0.4	0.5
1.5	-0.588235	1	1	1	0.6	0.9	0.4	0.5
1.5	-0.588235	1	1	1	0.1	0.6	0.	0.5
1.5	-0.588235	1	1	10	0.6	0.8	0.	0.5
1.5	-0.588235	1	1	10	0.4	0.6	-0.4	0.5
1.5	-0.588235	1	1	10	0.5	0.8	0.4	0.5
1.5	-0.588235	1	1	10	0.6	0.9	0.4	0.5
1.5	-0.588235	1	1	10	0.1	0.6	0.	0.5
2	-10.	1	-1	0.1	0.6	0.8	0.	0.5
2	-10.	1	-1	0.1	0.4	0.6	-0.4	0.5
2	-10.	1	-1	0.1	0.5	0.8	0.4	0.5
2	-10.	1	-1	0.1	0.6	0.9	0.4	0.5
2	-10.	1	-1	0.1	0.1	0.6	0.	0.5
2	-10.	1	-1	1	0.6	0.8	0.	0.5
2	-10.	1	-1	1	0.4	0.6	-0.4	0.5
2	-10.	1	-1	1	0.5	0.8	0.4	0.5
2	-10.	1	-1	1	0.6	0.9	0.4	0.5
2	-10.	1	-1	1	0.1	0.6	0.	0.5
2	-10.	1	-1	10	0.6	0.8	0.	0.5
2	-10.	1	-1	10	0.4	0.6	-0.4	0.5
2	-10.	1	-1	10	0.5	0.8	0.4	0.5
2	-10.	1	-1	10	0.6	0.9	0.4	0.5
2	-10.	1	-1	10	0.1	0.6	0.	0.5
2	-10.	1	0	0.1	0.6	0.8	0.	0.5
2	-10.	1	0	0.1	0.4	0.6	-0.4	0.5
2	-10.	1	0	0.1	0.5	0.8	0.4	0.5
2	-10.	1	0	0.1	0.6	0.9	0.4	0.5
2	-10.	1	0	0.1	0.1	0.6	0.	0.5
2	-10.	1	0	1	0.6	0.8	0.	0.5
2	-10.	1	0	1	0.4	0.6	-0.4	0.5
2	-10.	1	0	1	0.5	0.8	0.4	0.5
2	-10.	1	0	1	0.6	0.9	0.4	0.5
2	-10.	1	0	1	0.1	0.6	0.	0.5
2	-10.	1	0	10	0.6	0.8	0.	0.5
2	-10.	1	0	10	0.4	0.6	-0.4	0.5
2	-10.	1	0	10	0.5	0.8	0.4	0.5
2	-10.	1	0	10	0.6	0.9	0.4	0.5
2	-10.	1	0	10	0.1	0.6	0.	0.5
2	-10.	1	1	0.1	0.6	0.8	0.	0.5
2	-10.	1	1	0.1	0.4	0.6	-0.4	0.5
2	-10.	1	1	0.1	0.5	0.8	0.4	0.5
2	-10.	1	1	0.1	0.6	0.9	0.4	0.5
2	-10.	1	1	0.1	0.1	0.6	0.	0.5
2	-10.	1	1	1	0.6	0.8	0.	0.5
2	-10.	1	1	1	0.4	0.6	-0.4	0.5
